id,summary
255791315,"석문면 교로리에 위치한 온실 조성 사업을 추진 중이던 파프리카·토마토·화훼 등 작물 재배 시설단지 조성을 추진해온 (주)당진화력발전소가 온배수를 이용하여 석문면 교로리에 시설 원예단지 조성사업을 추진했으나, 사업 시행 주체가 번번이 사업을 포기하고, 지난해 3차 공모에서도 사업 시행자가 나타나지 않아 올해 국·도비를 반납해야 할 상황에 놓였다."
256614944,"2일 탑동감리교회에서 개최된 CTS 중부방송 당진운영이사회 운영이사장 이임식에서 이수훈 이사장이 이임하고 박용완 이사장이 취임했으며, 이 이임이사장은 중책을 맡아 당진지역의 기독교인들에게 복음 사역을 통해 확장될 수 있도록 힘쓰겠다고 말했다."
258177127,"청양군이 송요찬 선양사업에 이어 송요찬 선양사업 계획을 다시 밝히면서 유족회 임원들은 ""송요찬은 '6·25전쟁 영웅'이라는 실패한 죄를  뒤집어쓰고 청양에서 총리 세 명을 배출하게 됐다""며 반발하고 있다."
258177135,김홍장 당진시장은 지역 내 소상공인들과 당진시의 지원시책을 마련하는 간담회를 열고 당진시가 함께 고민하고 해결하고자 노력하겠다고 말했다.
258177357,당진항의 물동량이 지난 2015년부터 2016년까지 꾸준한 하락세를 보인 반면 지난 2014년에는 증가세로 전환된 것으로 나타났다.
258460729,세계자연기금(wood fund)은 지구온난화의 심각성과 실천 동참을 위한 캠페인을 열어 에너지 절약 등 일상에서 실천할 수 있는 작은 행동 변화 유도와 더불어 기후변화가 가져올 심각성을 알리고 있다.
259049869,"10회 면천공립보통학교 3·10학생독립만세운동 재현행사가 지난 10일 면천초등학교 일원에서 개최되어 장학금 수여식 및 만세운동 만세운동 약사 및 경과보고 등이 이루어졌으며, 학생 대표의 독립선언서 낭독과 독립만세운동 노래 제창 및 만세삼창이 진행됐다."
259049997,"당진시와 당진경찰서, 당진교육지원청은 아동친화협력체계 구축을 위한 업무협약을 체결하였으며 정례간담회를 열어 아동권리 보호와 증진을 위해 상호협력하기로 했다."
259859353,"당진시의회는 선진지 견학을 명목으로 지난 16일부터 21일까지 4박6일 동안 말레이시아를 방문했는데, 연수 지역 대부분 관광지라는 지적이 나오고 있다."
259992054,국수 전문 체인점 만복국수집이 지난달 27일 송악읍 기지시리에 문을 열었다.
259992078,"당진시가 지역 내 문화예술단체를 대상으로 문화진흥기금 사업을 공모하여 일반사업 6개 분야에 63개 단체가, 신진단체지원사업 2개 분야에 3개 단체를 최종 선정했다."
260647471,에너지의 흐름을 순환하는 차크라요가는 늘 에너지가 넘치는 장소가 되길 바라는 임효성 대표의 목표로 건강과 행복을 동시에 찾을 수 있다.
260647521,"‘석탄 그만!국제공동행동의 날’ 행사가 당진에서 개최된 가운데, 한국동서발전 당진화력은 당진화력의 10기 증설계획을 반대하며 'Break Free'라고 적힌 현수막과 피켓을 들고 '석탄 그만!'을 외치며 문화 행진을 진행했다."
260647530,"지난 29일 당진소방서, 당진시, 당진시가용소방대연합회, 정미면주민자치위원회 등에서 김인태 정미면 전담의용소방대 제16대 대장이 이임하고 지난달 29일에 박충열 대장이 취임했다."
260647552,"지난달 28일 신평초등학교 다목적강당에서 신평초등학교가 학생과 교직원을 포함해 총동문회, 지역 체육단체 관계자 등 총 23명의 검도부를 창단하고, 창단식을 가졌다."
260647568,"당진시 산업구조가 크게 변화해 온 가운데, 한때 ‘농업웅군’으로 불렸던 당진시의 농업인구가 꾸준히 줄고 있다."
261494515,"청림축산 앞 인근 농경지로 인한 오염된 물, 해충 피해 및 환경오염에 대한 대책으로 청림축산 본부장은 ""지속적으로 대화를 하겠다""고 밝혔다."
261643773,"합덕초등학교 총동문회 제13대 회장으로 취임한 권영국 회장은 ""동문들의 사업체를 홍보하고자 동문들의 사업체를 홍보하는 내용을 담아내겠다""며 ""동문들의 업체를 애용하고 궁금했던 인물을 전하는 디딤돌로 이용됐으면 한다""고 말했다."
261643801,거산감리교회(담임목사 이동일)는 창립 107주년을 맞이해 어린이부터 노인까지 전 성도가 한자리에 모여 감사예배를 진행하고 ‘더 나은 길을 향하여’라는 주제로 설교했다고 전했다.
261643827,남원골추어탕은 강당 15년 넘게 전통을 갖고 있어 강당바닥에서 직접 추어탕에 가져온 자연산 미꾸라지를 사용해 건강에도 도움을 주고 있다.
261643834,"11년 전 개업한 들깨칼국수 전문점 등대식당은 들깨 칼국수, 들깨수제비, 들깨 비빔밥 등을 주 메뉴에 포함하여 판매할 예정이며, 들깨 칼국수 달인이 직접 만든 밑반찬과 들깨 칼국수 요리도 선보일 것이라고 밝혔다."
262123542,당진시 신평농협에서 2010년 충청남도 홍보관으로 사용되던 건물을 사용해 조성한 당진시 로컬푸드 행복장터가 지난 7일 정식 개장하여 정식 개장을 맞았다.
262123547,"장애인들이 행복하기 위해 자기 자신에 대한 자존감과  긍정을 자가적 자존감과   긍정으로 회복하도록 돕는 당진IL센터에서는 다양한 프로그램을 지원하고 있는데 캘리그라피 교육과 사무업무 직무교육을 통해 청년장애인들이 사회구성원으로서의 역할을 하도록 돕고 있으며 또한 여러 문화행사와 봉사활동, 자조모임, 그외 활동등을 통해 장애인에 대한 인식개선에도 힘을 쏟고 있다."
262123559,"대기오염에 의한 인류 건강피해를 연구하는 학자들인 환경보건공동연구위원회는 대기오염으로 인한 암 발병률 증가, 임산부,어린이에 치명적인 초미세먼지 발생, 미세먼지와 초미세먼지 등이 심각한 문제로 대두되어 대책 마련을 촉구하고 있다."
262123562,"당진시 5개 충남서부지역 OB축구연합회장으로 당진 OB축구회장으로 취임한 정원기 회장은 당진시 6개 지역 축구회들과 함께 발전을 기원하며, OB축구회를 위해 끝까지 회원들이 함께해줬으면 한다고 당부했다."
262123565,당진 원마사지 이용주 대표는 결혼 후 당진에 터를 잡고 결혼 후 6년 동안 마사지를 운영하던 자신의 마사지를 '몸이 안좋아서 2년 동안 싱가폴에서 휴식을 취하면서 스트레스를 받았던'퇴폐업소'라는 인식에서 탈피해야 한다고 말했다.
262123576,"밴댕이는 회와 무침, 매운탕으로 맛 볼 수 있고, 밴댕이는 병어와 함께 먹는다."
262976005,"당진지역 장애인들의 권익향상과 장애인에 대한 시민의식을 고취하기 위해 (사)충청남도지체장애인협회 당진시지회가 지난 19일 당진문예의전당 대공연장에서 (사)충청남도시각장애인연합회 당진시지회, (사)충청남도농아인협회 당진시지부가 공동으로 주최한 제37회 장애인의 날 기념식 및 어울림 축제가 개최됐다."
262976025,"당진시내 원룸 공실률이 15%에 달하는 것으로 추정되고 있는 가운데, 대덕동 먹자골목의 먹자골목은 공실이 3개 이상인 것으로 파악돼, 원룸과 비교했을 때 보증금과 월세가 크게 차이나지 않아 외국인노동자들이 타지역으로 이동했다는 분석이 나오고 있다."
262976030,당진시대와 당진시복지재단은 손길이 미치지 않는 복지 사각지대에서 도움을 필요로 하는 이들을 위해 릴레이 인터뷰를 통한 나눔 캠페인을 함께 진행하고 일교문구센터는 생활 형편이 어려운 아이들을 위해 매월 10만 원 씩 저축하면 아동이 자립할 수 있도록 돕는 사업을 실시하고 있다.
263928436,"당진시가 약 6만 3525평에 달하는 삼선산 수목원을 7년 동안의 준비 끝에 지난달 28일 개장하였으며, 다양한 식물과 꽃, 꽃과 함께 즐길 수 있도록 조성하였다."
263928538,환경운동연합 미세먼지특별위원회는 SK석탄화력발전소 9기의 신규 추진에 대해 환경영향평가 없이 추진한다고 밝혔다.
263928579,"대덕동에 위치한 우리콩손두부의 부부 정혜경·이재경 대표의 하루는 아침 6시부터 시작해 두부를 직접 만들고, 직접 두부를 맛 본 손님들이 만족해하는 모습을 볼 때 행복하다고 말했다."
263928583,"제 45회 충남소년체육대회가 지난달 1일부터 2일까지 열린 가운데, 수영 종목에서 설지환·박진희 선수가 대회 신기록을 세웠으며, 특히 설지환 선수는 ""부족한 체력을 보완해 시간을 단축시켜 전국체전에서 좋은 성적을 거두고 싶다""고 말했다."
264452638,지난달 29일 북창초등학교 체육관에서 총동문회 제12대 회장으로 취임한 김영팔 회장은 동문들의 적극적인 참여를 통해 동문회 조직을 더욱 탄탄히 하기 위해 최선을 다하겠다고 말했다.
264452648,"지난달 29일 유곡초등학교 다목적강당에서 유회분 회장 이취임식과 유곡초 총동문회 제20차 정기총회가 열렸고, 이사회에서는 장학금, 도서기증, 동문회 사업에 최선을 다하겠다고 밝힌 이상운 회장은 ""모교를 사랑하는 마음을 바탕으로 미래 꿈나무들에게 도움이 되는 동문들이자 회장으로서 유곡초와 미래 꿈나무들에게 도움이 되는 동문으로 발전하자""는 취임회장의 포부를 밝혔다."
265167516,"순성면 아찬리 출신 이재성 대표는 졸업후, 시와 수필을 쓰며 늦깎이 대학생이 된 기념으로 첫 기사는 '열혈 독자'가 썼다. "
265167553,문미진(34·채운동) 씨와 이현선(39) 부부는 자녀가 어릴 때부터 부모를 돕는 봉사활동을 해왔다.
265167609,지난 3월 송산농협 이사 선거와 관련해 금품을 제공한 혐의로 농협 대의원 전원이 소환 조사를 받은 가운데 당진시농민회 김희봉 조합장은 검찰 수사 결과를 기다리고 있다고 밝혔다.
265205898,"냉방기, 냉온비누 등 더운 날씨에도 불구하고 여름철 음식인 콩국수를 맛 볼 수 있는 곳이 있다."
265205934,당진시어린이집연합회는 어린이날을 맞아 당진종합운동장에서 지역 내 어린이와 가족을 위한 행복 큰 잔치를 열고 5000여개의 저금통을 모아 당진시복지재단에 기증했다.
266006220,"14일 당진문예의전당 야외무대에서 '10년의 동행, 가족愛 빠지다'라는 주제로 제11회 당진시건강가정대축제가 열린 가운데, 가족 장기자랑 경연대회에 참여한 가족들과 임준호 센터장이 내빈으로 참석해 행사를 축하했다. "
266006232,"지난 17일 부터 7월 19일까지 당진시청 7층 영상회의실에서 충남여성자치대학 10강으로 '여성이 알아야 할 현명한 돈 관리'와 '종이접기에서 배우는 인생흔들기', '우리 가족 마음 알기' 등 10개 강의를 진행한다."
266137726,당진시립도서관이 영유아들의 발달단계를 고려한 그림책을 매개로 아이와 부모가 풍요로운 관계를 형성하는 지역사회 문화운동 프로그램인 북스타트코리아와 지자체가 함께 펼치는 지역사회 문화운동 프로그램인 북스타트사업을 시작하기 위해 지난달 27일부터 총 3회 송악도서관에서 북스타트 책꾸러미 등을 배부하며 시작했다.
266137733,"지난 5일부터 14일까지 아산문화재단 주최로 당진에서 취미작가나 아마추어 작가들이 레고를 이용해 미술, 공예 등의 전시를 관람할 수 있다."
266137747,"지난 15일 당진시 체육진흥기금 운용관리위원회가 열린 가운데, 당진시청의 체육진흥기금 이월 또는 사업추진과 사업 추진의 건 등의 안건을 논의하기 위해 당진시 체육진흥기금 운용관리위원회가 개최되었다."
266137771,충남문화재단이 주최하는 <어머니 만나러갑니다>전은 어머니의 사랑과 희생을 느낄 수 있는 소품 전시와 함께 전시가 다원갤러리에서 오는 31일까지 진행된다.
266137794,기독교대한감리회 충청연회 당진동지방 이동일 감리사가 이취임을 축하하기 위해 13일 기지시감리교회에서 이동일 이임감리사에게 공로패를 전달하고 취임기념기도를 가졌다.
266817901,당진시노인복지관이 개관한 지 한 달밖에 되지 않았지만 평균 연령 70세의 63세 어르신들로 구성돼 있으며 매주 월요일과 목요일에 연습을 한다.
266817911,"당진시가 폐기물처리업체 (주)신성우드를 광천리 폐기물처리 공장 설립을 추진하고 있는 가운데, 광천리 주민들이 반대하며 폐목 원자재 입고와 파쇄공정, 생산품 적치와 운반 등의 과정에서 발생하는 비산먼지, 소음, 공장폐수로 인한 오염 및 폐기물 처리에 따른 유해성분 발생 등을 우려하며 공장 입주를 반대하고 있다."
267592011,국내·외 여러 곳에서 활동중인 광주 출신의 휠체어 합창단들은 자신들만의 합창이라는 자긍심을 가지고 자신들만의 합창이라는 합창이라는 합창이라는 합창을 통해 자신들이 할 수 있는 힘을 다해 공연을 하고 있다. 
267592072,지난달 29일 당진시청 소회의실에서 당진시 사립박물관 및 사립미술관 진흥위원회(위원장 심병섭) 회의가 개최되어 사립미술관 및 미술관 운영비 지원에 대한 의견이 논의되어 당진시민들이 혜택을 받을 수 있도록 해야 한다는 의견이 제시되었다.
267730158,지난 1일 당진문예의전당 소공연장에서 초등학생 친구들로 가득찬 당진시립합창단 첫 독주회에서는 태강 학생이 베토벤의 피아노소나타 24번과 멘델스존의 론도카프리치오소 13번을 연주해 사람들의 이목을 끌었다.
267807837,"충남도는 지난달 31일 당진시청 해나루홀에서 제4회 정책현안조정회의를 열고, 여름철 재난관리 종합대책을 점검하고 토론하는 시간을 가졌으며, 최근 10년 간 풍수해로 인한 인명피해 8명, 폭염으로 인한 온열질환자 346명, 물놀이 중 사망자는 83명으로 총 38명이 발생했다고 보고했다."
268343159,"당진시와 안산시 등 24개 지자체가 참여하고 있는 ‘에너지정책 전환을 위한 지방정부협의회(이하 지방정부협의회)’가 지난 8일 문재인 대통령이 미세먼지 관리 특별기구 설치와 석탄화력발전소 일시 셧다운제 도입 등 에너지 정책에 전환을 위한 지방정부협의회에 정책 전환을 위한 지방정부협의회가 참여하도록 보장해 달라고 요구하며, 대통령 임기 내 국내 미세먼지 배출량 30% 감축을 목표로 하는 문재인 정부의 에너지 정책에 대해 환영하지만 국내 미세먼지 발생량의 상당 비중을 차지하는 재생에너지로 전환하는 정책을 위한 지방정부협의회가 참여할 수 있도록 보장할 것을 요구했다."
268446767,"제68회 충남도민체전에서 당진시 체육회는 지난 2014년에 열렸던 제67회 충남도민체전에서 3위에서 2위로 도약한 5개의 종목(게이트볼, 테니스, 배드민턴, 육상일반부)을 보유하고도 아쉽게도 전년대비 3400점 상승 2만6200점 종합 2위 준우승을 하였다."
268446837,천주교 대전교구 평화의 모후 레지아가 대전교구(대전교구)의 레지오 도입 60주년 기념식 및 감사 미사를 개최하고 성모님 및 레지아가 소개하는 모든 레지오 구성원의 헌금과 한 단계 성숙을 위한 선물을 교환했다.
269125617,송악어린이집은 지난 2016년 3월부터 보육교사를 대상으로 매주 월요일마다 아이들이 하원한 이후 시간을 활용해 아이들을 우쿨렐레를 연주하며 재능기부를 하고 있다.
269125787,"당진시가 청년정책 추진을 위해 각 부서의 청년 관련 정책 추진상황에 대해 설명하고, 의견을 들으며, 소통의 시간을 가졌으며, 사회적 경제팀에서는 청년들의 문화 활동을 위한 공간을 마련할 것을 제안했다."
269872884,1855년 영국에서 시작된 기독여성운동단체인  YWCA의 뜻을 따라 1856년 영국에서 기독여성운동활동을 하고 있는 본국의 기독교 신자인 YWCA가 당진지역의 기독단체들과 협력해 건강한 지역문화를 만들어 가겠다는 취지에서 당진YWCA설립을 위한 준비위원회 발대식을 당진에서 실시했다.
269872897,"당진에서도 하모니카라는 동아리가 창단되었으며, 하모니카 배우는 연주자들로 구성되어 있으며, 회원들은 하모니카라는 공통점으로 음악을 듣는다는 공통점을 꼽았다. "
269872901,결혼이주여성 윤선애 씨는 당진시다문화대축제가 당진시실내체육관에서 열린 이·미용 기술 전수 및 결혼이주여성 윤선애 씨의 국회의원 표창 수상으로 인해 더욱 밝아졌다. 
269872909,"송악읍개발위원회와 송악읍주민자치위원회가 주민 주도의 일자리 창출 및 추진전략 모색을 위해 개최한 2017년 송악읍 지역발전 토론회에서, 류재영 한국항공대 연구교수가 지역기반의 콘텐츠 발굴 필요성이라는 주제로 특강을 진행했다."
269872918,"제8회 당진해나루황토감자축제가 지난 17일 송악읍 부곡리 상록초등학교 일원에서 개최되어, 총 5000원만 내면 상자 가득 직접 캔 감자를 가져갈 수 있고 찐 감자, 감자부침개 등 황토감자 시식회, 체험부스가 운영됐다."
269872924,"남산초등학교는 폐교 이후 리모델링 공사를 실시설계용역을 마무리하여 실시설계용역을 시작하였으며, 이 과정을 통해 예술창작촌으로 활용될 예정이다."
269872925,"당진시가 당진시농업기술센터 일원에 식물생태학습원을 증축할 방침이라고 밝혀, 원당동에 위치한 당진시농업기술센터 일원에 당은 식물체를 식재할 것으로 보인다."
269882836,"요양보호사 자격증을 취득하고 직접 요양보호사를 고용하여 평일 3시간 가량 직접 자택을 방문해 청소와 밥, 병원동행, 말벗 서비스 등을 제공하는 '찾아가는 효드림센터'가 지난 1월 송악읍 중흥리에 오픈했다."
269882863,당진감리교회 화요전도대 화요전도대 화요전도대 팀이 지난 20일 상반기 종강식을 열고 팀원들을 칭찬하며 금요 전도대 부활절 찬양 행사를 가졌다.
269882865,지난 17일부터 18일까지 심훈상록문화문화제집행위원회와 심훈기념관이 송악읍 부곡리 필경사 및 심훈기념관 일원에서 심훈상록문화제제 2017 심훈문학제를 열고 본선에 입선한 32명의 고등학생들이 소설 <상록수>의 배경이 된 당진지역의 문학 현장을 탐방했다.
270104572,"지난 5월 문재인 정부는 국토교통부와 환경부로 나뉘어 있던 물관리 부서를 물관리로 일원화하겠다고 발표하였으나, 자유한국당은 해당 정책이 기후 변화시대, 유역 단위 통합 물관리인 만큼 물관리를 일원화해 부처 이기주의로, 강과 하천 망치는 일이 없도록 해야 한다고 22일 공동 성명을 내며 물관리 일원화 추진을 촉구했다."
270696346,지난달 29일과 30일 전국 총파업에 따라 학교비정규직 노동자들이 '임금단체협상 결렬에 따른 총파업'을 선언했으며 충남에서 일부 참여했으며 파업으로 인해 학교급식이 정상적이지의 않다고 전했다.
270696361,"현대제철 명장 9명으로 구성된 명장연구회가 당진청소년문화의집 방과후아카데미에서 매주 화요일 진로교육과 직업체험을 진행하고 있는데, 이 프로그램에서는 전기 교육과 소방 교육 등 직업과 관련된 직업과 관련된 교육을 진행하고 있다."
270696378,당진시는 김승진 선장의 요트 세계일주 '희망항해'를 기념하기 위해 지난 1월 설계 및 시공을 완료한 '요트 세계일주 홍보전시관'을 오는 8월 중 개관할 예정이다.  
270696381,"지난달 24일부터 25일까지 순성면 봉소리 일원에서 순성왕매실영농조합이 제8회 왕매실 발효식품 농·특산물 판매행사를 개최하여 주요 체험 프로그램으로는 매실따기와 매실액 담그기 등 농촌특산물을 알리고, 도시 소비자와 직거래를 통해 농가소득 향상을 도모했다."
271387648,"당진시는 10년 동안 2645명 외국인 인구가 증가했는데, 이는 당진시의 결혼 이주여성이 급증한 것으로 분석된다."
271446606,당진역사문화연구소는 지난달 30일 승전목 전투의 역사적 의의가 새롭게 조명되고 역사문화적 가치가 있음을 보여주는 승전목 역사공원 조성 제안서를 발표하며 승전목 역사공원 추진 위원회를 결성해 복원해야 한다고 강조했다.
271446609,신암사는 신암사를 창건하고 가문의 안녕을 기원했던 구예의사의 전설과 능성 구씨 4대손 구예의 묘를 이 곳에 창건하고 재물로 보상한 사실을 알려 많은 사람들의 관심을 받고 있다.
272214454,"면천은행나무는 천연기념물 지정 당시부터 여러 박해 가운데 천연기념물로 지정되었으며, 해마다 음력 정월 대보름 전날 목신제를 지낸다."
272214479,성경구절이나 좋은 글귀를 쓴 캘리그라피 회원들로 구성된 생활문화예술제에서 대전의 한 카페로 모여 작품 활동을 하였다. 
272214584,"고대면주민자치위원회는 올해 '취약계층 학생들을 위한 도시락 배달' 사업을 추진했는데, 지난 1일 삼선산수목원으로 나들이 나온 도심지역 주민들과 관광객들의 호응 속에 장터를 마칠 수 있었다."
272214660,"기독교대한감리회 충청연회 희망봉사단이 지난 11일 당진감리교회에서 발기인 창립총회를 열고, 기독교대한감리회 충청연회가 지역사회에서 사회봉사 및 사회정화 사업을 위해 활동할것을 다짐했다. "
272214679,송은미 총무가 관장하는 청화실에서 화지에 대한 끊임없는 노력으로 타 회원들의 작품을 지원받고 있다.
272214697,송산농협은 금품살포 의혹을 받고 있는 이사 8명 전원 전원이 사퇴하여 이번 사건에 연루된 이사들 중 다수가 다시 선거에 나오겠다는 의사를 밝혀 공분을 사고 있다.
272214700,"당진시가 지난 13일부터 '역천 생태하천 복원사업'을 시작한 가운데, 역천 상류지역의 2.86km 구간에 오염부하가 높은 하류부는 중심복원지역으로 정해 3.5km 구간에 걸쳐 생태복원을 추진한다고 밝혀 환경단체의 우려와는 다르게 인위적인 하천 개발로 인해 오히려 생태를 훼손할 수 있다며 걱정했다."
273117867,세한대학교 산학협력 업체인 한국드론서비스(사장 이봉재)가 무인항공기 ‘드론’을 활용해 당진지역 농민들에게 방제과정을 실시간으로 알려주는 스마트 방제시스템을 구축하고 방제 시연회를 열었다.
273117872,"19일 환경부는 미국 항공우주국과 합동조사를 실시한 ‘한미 협력 국내 대기질 공동조사' 결과를 지난 19일 발표하여  국내 미세먼지 요인 중 국내 영향이 52%, 중국 영향이 34%를 차지하는 것으로 파악했다."
273741297,재당진 평택대학원 동문회(회장 김선순)는 사춘기 중인 학생들이 건강한 자아를 형성할 수 있도록 지난 24일부터 28일까지 22명의 재당진 평택대학원 전교생을 대상으로 ‘별별(別별) 만남 장학 프로젝트’를 실시했다.
273741310,본지 제1166호에 보도된 당진 엠코아파트의 당진 유곡초 인근 학교 신설 요구에 대해 현대제철 측은 학교 신설은 불가능하므로 당진교육지원청의 용도 변경을 동의할 수 없다고 밝혔다.
273741372,"서울축협 당진공동작목반 직원들이 지난 21일 반대집회를 열고 기업형 조합을 받아들일 수 없다고 주장했으나, 이후 준공식을 열며 신평면 상오리에 신평면 상오리에 '서울축협 당진공동작목반' 사무실이 개소하자, 당진축협 직원 및 조합원들이 지난 21일 반대집회를 열고 기업형 조합을 받아들일 수 없다고 주장했다."
273741447,"지난 21일 당진시청 소회의실에서 2017년 2차 담수호 수질개선 대책협의회가 개최되어 담수호 수질개선대책협의회 회원 30여 명이 참석해 가뭄대비 농업용수 공급현황 및 물 재이용을 통한 물 순환 정책에 대해 논의했으며 특히 삽교호의 물을 삽교호로 받아, 가뭄 상습지역에 한해 대책을 추진하겠다고 밝혔다."
275207727,"당진시는 태안 유류피해와 관련해 예산을 지원받아 왜목마을 일원에 조형물을 세우려고 하는데 이 사업을 추진해온 왜목마을 주민들은 조형물의 작품성을 떨어뜨리고, 기존 주민들의 오랜 노력과 뜻을 전혀 모이지를 않는다고 비판했다."
275207799,조봉현 씨는 최근 송산면 동곡리 조봉현 씨가 파충류와 곤충 등을 통해 새로운 농가 소득을 창출하며 주목을 받고 있다.
275912487,"정미면민들이 '아이케이 건설 폐기물 처리업체 입주 저지 정미면 대책위원회'를 구성하고, 봉생리 일대에 건설 폐기물 처리장 입주를 반대하는 동시에 '아이케이 건설 폐기물 처리업체 입주 저지 정미면 대책위원회'를 구성하고, '아이케이 건설 폐기물 처리업체 입주 저지 정미면 대책위원회'를 출범시켰다."
275912557,당진청소년(당진청소년평화나비와 DSP(Dangjin Student President)들을 중심으로 기획한 일본군 위안부 기림일을 맞아 12일 당진청소년(당진문예의전당 대공연장에서)을 중심으로 준비한 평화나비 페스타를 당진청소년(당진평화나비와 DSP(Dangjin Student President President)들을 주축으로 당진청소년(당진평화나비와 DSP)들이 지난 12일 당진문예의전당 대공연장에서 펼쳐졌다.
276782809,온새미로로 활동해온 실력파 밴드 한새미는 9년의 시간을 맞았지만 언제 누구보다 가깝고 친구가 같이 할 수 있는 동반자 같은 밴드이다.
276782834,"당진감리교회 러브몽골 단기선교팀이 6일에서 12일까지 ‘공동체’라는 주제로 여름단기선교활동을 몽골 울란바토르와 바양골로 갖고 온 가운데, 김성수 부목사는 이번 단기선교활동을 통해 가족에 대해 생각해보고 서로에게 고마움과 사랑을 고백하는 뜻 깊은 시간이었다고 말했다."
277551445,당진시 예산의 18%가 투입된 당진시 3농혁신 강연회 객석이 저조한 성적을 보여 예산낭비 논란이 일고 있다.
277551446,당진시대는 시민들의 여러 목소리를 살필 수 있고 지역 현안도 접할 수 있어 시민들의 정보통 역할을 하는 신문이다.
277551492,"당진에코파워와 관련해 석문면개발위원회를 중심으로 당진지역 사회단체가 산업통상자원부에 당진에코파워 승인 고시를 촉구하는 진정서를 제출하였고, 이에 대해 석문면주민자치회 인나환 회장은 지역 전체의 의견이 반영된 게 아닌며 당진시가 더 이상 논란이 불거지지 않도록 승인 고시를 서둘러 줄 것을 요청했다."
