id,summary
508465986,지난 9일 웨딩의전당 가원에서 당진시배구협회 회장 이임과 김송원 회장이 김명기 회장의 공로패와 감사패를 전달하는 등 김명기 회장이 이임하고 홍맹선 회장이 김송원 취임회장에게 인준패 및 회기를 전달했다.
508466014,"호수시문학회의 새로운 회장으로 취임한 박영양 회장은 ""2000년 윤곤강 시인을 조명한 기사를 통해 처음 호수시문학회를 알게 된 만큼 회원들과 적극적으로 참여해 회원들이 적극적으로 참여하는 축제의 장을 만들고 활동하겠다""고 말했다."
509992440,"당진시는 14일 충남 도 농정부서 간 간담회를 열고 올해 추진하는 3농 혁신 등 농정 현안에 대해 논의했으며, 올해 역점을 두고 추진 중인 농업인 월급제에 대해 심병량 당진시 부시장은 ""쌀 생산량을 축소하고 신소득 작물 재배 확대를 위해 논 타작물 전환 재배 시범사업으로 1~2ha 규모의 논에 올방개를 재배해 지역특화작목으로 육성하는 방안을 검토하고 있다""고 밝혔다."
509992442,"지난 16일 어기구 국회의원은 산업통상자원부 소관 7개 공공기관 노동조합 위원장과 사무처 및 전국산업선교회 등의 인사들이 참석한 가운데 산업통상자원부 소관 7개 공공기관 노동조합과 간담회를 열고, 현장의 애로사항을 청취했다."
509992488,"고대초등학교 총동문회 신임회장에 정봉식 씨가 취임했으며, 앞으로 총동문회를 보다 발전시키기 위해 노력하겠다고 덧붙였다."
511582630,발전소에서 나오는 온배수를 이용해 교로리에 시설원예단지를 조성하고 있는 당진시는 지난 2015년 농림축산식품부 공모사업에 선정되어 토양과 작물의 재배에 필요한 파프리카와 토마토 작물 시설단지를 조성할 예정이었으나 교로리 폐강원수 피해의 심각성을 보고 사업을 시행하기 어렵게 되었다.
513229888,"2년 간 새롭게 CTS 중부방송을 이끌어 갈 박용완 신임이사장 겸 당찬당당교당 이취임식이 지난 2일 열린 가운데, 이취임식에서 회장으로 취임한 박용완 목사가 중책을 맡아 협력하겠다고 말했다."
516354254,"7일 청양군이 송요찬 선생의 제주 4.3항쟁 희생자 자녀 5명, 송요찬 선생의 제주 4.3항쟁 희생자 자녀 3명에 대한 사업 철회를 요구하며 육지편과 읍면 사거리에서 항의 방문하였다."
516354270,"당진시는 지역 내 소상공인들의 애로사항 청취 및 지원시책을 마련하는 자리를 마련하고자 3일 간담회를 개최하였으며 소상공인 지원사업, 발전소 주변지역 기업 유치 지원 등 당진시의 지원정책에 대해 설명하였다."
516354714,지난 2010년부터 2014년까지 지속적으로 증가한 당진항의 물동량 증가율이 지난 2010년 이후 하락하여 지난 2010년 대비 내년에는 약1%로 떨어졌지만 강인규 항만정책팀장은 여객 선박의 검사증 발급 등 화물을 취급하는 행정수요증가에 대응할 계획이라고 말했다.  
516921458,세계자연기금(wwwf)의 글로벌 기후.에너지 프로그램 리더인 마누엘 폴가르-비달은  일 년 중 에너지 절약이 가장 중요하다고 하면서 기후변화의 심각성과 실천 동참을 높이기 위해 3월 마지막 주 토요일 서울 숭례문과 호주 오페라하우스에 각 나라의 랜드마크를 살리기 위한 캠페인을 진행할 예정이다. 
518099738,"3.10학생독립만세운동 기념사업회 주최, 회장 조이행 씨가 지난 10일 면천초등학교 일원에서 개최된 '3.10학생독립만세운동' 재현행사에 참여해 교내 곳곳에서 독립운동을 기렸다. "
518099994,"당진시와 당진경찰서, 당진교육지원청이 아동친화협력체계 구축을 위한 업무협약을 체결 후 정례 간담회를 열고 아동친화도시 프로그램에 동참하는 유엔아동권리센터와 상호협력할 예정이며, 이 3개 기관은 유엔경영위원회의 아동친화도시 프로그램에 동참하고 상호협력해 추진할 사업에 관해 최대한 지원키로 합의했다."
519718706,"당진시의회는 선진지 견학을 명목으로 4박6일 동안 말레이시아를 방문하였는데, 연수 지역 대부분이 관광지이며 연수목적도 하노이 한<unk>섬 방문 △관광지 시설물 활용 성공사례 조사 및 해외 인력과의 간담회+셔틀 관광+ 요트 관광 등이 포함되었고, 연수 후 현지 관광업체 간담회로 선진지 견학은 의미가 없다는 의견이 나오는 등 외유성 논란이 일고 있다."
519984108,신평면 금천리에국수 전문 체인점 만복국수집에는 국수를 비롯한 소박한 메뉴가 가득하고 조상들의 희로애락을 나누는 곳인 조상들의 슬기로우락의 곳인 조상들의 슬기로우락의 곳이다.
519984156,"당진시는 지난달 17일부터 지난 3일까지 일반사업 6개 분야에 63개 단체가 응모하였고, 일반사업에서는 74건의 신청건 중 68건에 대한 사업신청이 이루어진 가운데, 일반사업에서는 응모한 결과 68개 단체가 문화진흥기금 사업을 접수했다고 밝혔다."
521294942,몸의 풍요로움을 위해 운동하고 신체적인 균형과 자기관리까지 이루어지는 요가를 주로 배운 임효성 대표는 현재 당진에서 15년 경력의 미국에 건너가 15년 경력의 뉴욕 정통요가로도명수기를 연구하고 운영하는 등 다양한 요도 활동을 하고 있다.
521295042,세계 최대 석탄화력발전소 밀집지역 당진에서 'Guest'의 공연과 퍼포먼스가 이어진 '석탄 그만!국제공동행동의 날' 행사가 열리면서 미세먼지 주범인 석탄화력발전소의 반대가 요구되고 있다.
521295060,"당진소방서 제15대 대장에 취임한 김인태 대장은 부족한지만이지만 지역민과 대원들의 소리에 귀 기울이며 지역민의 안전을 책임질 것을 다짐하였으며 당진소방서 오창호 대장은 ""충분한 헌신을 해준 김 대장에 감사한다""고 말했다."
521295104,지난달 28일 신평초등학교 다목적강당에서 신평초등학교가 학생과 교직원을 포함해 총 23명의 학생을 선수로 소속시켜 검도부를 창단했다.
521295136,당진시의 농업인구가 지난 2000년 농업인구수가 처음으로 1만 5천만 명 선이 무너졌던 반면 경제침체와 수도권 규제 완화 정책 및 수도권 규제 강화의 영향으로 2010년이후 4만 8천 가구 이상의 준수를 기록했다.
522989030,"청림축산 축산 피해자 2명의 농업인은 청림사축산이 축산 폐수 유입과 <unk>아터짐, 해충으로 인해 피해를 입고 있다며 문제를 지적하며 민원을 제기했으나 청림축산 본부장은 ""지역 주민들과 협의 하겠다""고 말했다."
523287546,"합덕초등학교 총동문회 제13대 회장으로 취임한 권영국 회장은 ""동문들의 사업체를 홍보하는 문구를 담아 임기동안 사용해 궁금했던 선후배가 찾아올 수 있도록 노력하겠다""고 말했다."
523287602,거산감리교회(담임목사 이동일)가 창립 107주년을 맞이해 지난 2일 거산감리교회 거산감리교회에서  ‘더 나은 길을 향하여’라는 주제로 감사예배를 진행했고 이동일 담임목사가 ‘더 나은 길을 향하여’라는 주제로 설교했다.
523287654,남원골추어탕에서는 강장으로 만든 미꾸라지가 강장작용을 하여 당기는 모습이 강장효과로 강장약으로도 유명하며 강으로 요리한다.
523287668,11년 전 개업한 인천 등대식당이 최근 메뉴 확장을 하며 새롭게 단장하고 들깨칼국수 전문점으로 명맥을 이어감.
524247084,"지난 7일, 당진시 신평면에 위치한 당진시 로컬푸드 행복장터의 정식 개장을 시작으로, 신평농협에서는 축하공연을 시작으로 로컬푸드 판매장 등이 마련됐다."
524247094,장애인들이 우리 사회의 구성원으로서 자존감과 함께 행복감을 느낄 수 있도록 노력하며 취업과 더불어 과수인들이 자신의 직업과 소질을 살려 자립할 수 있도록 돕는 자립생활을 지원하고 있다.
524247118,"기후오염으로 대기오염에 의한 대재앙이 갈수록 심각해지고 있는 가운데, 정부에서는 석탄화력발전소 유턴, 미세먼지저감대책 등을 주장하지만 국민들은 오히려 돈만 쫓고 있는 무지의 소리고요없는 소리고뿐인 소리고뿐인 소리고뿐인 진정한 진정한 진정한 대의를 벗어난 소리고뿐인 진정한 대의를 벗어난 행위라고 비판한다. "
524247124,"지난 8일, 당진시 5개 충남서부지역 OB축구연합회장으로 김기일 회장이 취임했으며, 정원기 취임회장은 ""선·후배들과 회원들이 있어 더욱 발전할 수 있도록 애쓰겠다""고 말했다."
524247130,"당진 원마사지 이용주 대표는 결혼 후 당진은 떠나지 않고 5년 동안 마사지샵을 운영하며 동남아 문화를 경험하고,몸이 안좋아 운동을 하고 난 남성들에게 인기를 끌어 현재 단체룸과 개인룸이 완비된 중국마사지샵으로 운영되고 있다."
524247152,밴댕이는 찌는 듯한 면도 막고 밴댕이 특유의 속내가 가득해 맛 볼 수 있으며 칼슘과 철분 성분이 풍부해 성인병 및 피부 미용에 탁월한 생선이다.
525952010,"충청남도지체장애인협회 당진시지회, (사)충청남도지체장애인협회 당진시지회와 (사)충청남도시각장애인연합회 당진시회가 주최한 제37회 장애인의 날 기념식 및 어울림 축제가 장애인 권익 향상과 장애인에 대한 시민의식을 고취하기 위해 열렸다."
525952050,"당진시내 원룸 공실률은 10%에 육박하는 것으로 추정되는 가운데, 대덕동 먹자골목의 경우 외국인노동자들이 타지역으로 이동하면서 공실이 늘어난 것으로 보이며, 우두동 먹자골목의 경우 현대 및 건축사업이 부진하면서 월세가 5만 원 정도 하락했다."
525952060,"당진시대와 당진시복지재단은 손길이 미치지 않는 복지 사각지대에서 도움을 필요로 하는 이들이 있는데, 이들에게 도움을 주는 개인과 기업, 단체들이 있다."
527856872,"당진시 삼선산 수목원에서는 1260종의 식물과 자이언트 꽃, 나무 등 다양한 식물 유전자원을 전시하며, 특히 식물 유전자원을 채취하고 증식, 보존, 관리 전시하는 것을 전시하고 학술적, 산업적 연구를 위한 목적으로 2010년부터 진행해 온 수목원이다."
527857076,SK석탄화력발전소 9기를 포함한 9기를 포함한 환경운동연합 미세먼지특별위원회가 SK석탄화력발전소 9기를 포함한 9기를 포함한 9기를 포함한 신규 에너지 발전시설을 반대하며 처리 방안을 다음 정부에 넘길 것을 촉구했다. 
527857158,"대덕동에 위치한 우리콩손두부는 콩을 주재료로, 콩과 관련된 음식을 선보이는 곳이며 새벽 6시부터 두부가 직접 만들어져서 손님이 찾는 인기 메뉴 중에 하나다."
527857166,"제45회 충남소년체육대회가 지난달 1일부터 2일까지 열린 가운데, 수영 종목에서 설지환·박진희 선수가 대회 신기록을 세웠으며, 특히 설지환 선수는 7년 연속으로 전국소년체전 수영 종목에서 1위를 차지한 것으로 나타났다."
528905276,지난달 29일 북창초등학교 체육관에서 개최된 제12대 김영팔 취임식에서 김영팔 회장이 총동문회 회장으로 취임하였다.
528905296,유곡리 출신인 이상운 총동문회장은 모교 발전을 위해 최선을 다하겠다고 말했다.
530335032,이수는방송통신대학교 국문학과 출신으로 만 53세 나이로 만에 국문학과에 입학하여 졸업했다. 
530335106,문미진(35·채운동) 씨는 재혼 후 셋째 시원이에게 작은 기부부터 전했으며 자녀는 가족이 되어 가족을 돕기로 결심했다.
530335218,지난달 초 한 대원의 조합장 후보 비리와 관련해 당진경찰서가 비상임이사를 선출한 가운데 전 이사 9명 및 이사 221명의사를 선출하는 과정에서 이사 후보자들이 대의원들에게 금품을 제공한 정황이 포착돼 연초부터 검찰 수사를 진행하고 있다.
530411796,"햇살이 점차 뜨거워지고 있는 가운데, 무더위를 날려줄 냉면과 메밀국수, 냉면이 여름철 대표 메뉴로 등장했으며, 여름철 대표 음식인 콩국수 맛집도 지역에서 생산된 콩을 믿고 먹을 수 있다. "
530411868,당진시어린이집연합회는 지난 5일 당진종합운동장에서 지역 내 어린이 및 가족을 대상으로 어린이날을 기념하며 당진사랑놀이터에서 5000여개의 저금통을 모아 당진시복지재단에 기증하고 기념식 이후에는 모립컴퍼니의 우리가족 ‘짱’ 대회 및 아동극 공연이 이어졌다.
532012440,"14일 당진문예의전당 야외무대에서 '10년의 동행, 가족愛 빠지다'라는 주제로 제11회 당진시건강가정대축제가 열렸는데, 이번 행사에서는 가족장기자랑 경연 및 품앗이 나눔 장터와 가족 10주년 기념 전시회 등 가족 10주년 기념 전시 행사와 품앗이 나눔 나눔 나눔 나눔 나눔 나눔 등 다양한 프로그램이 마련되었다. "
532012464,2017년 충남여성자치대학에서는 여성의 리더쉽 개발을 교육 주제로 한 10강으로 진행되고 김현구 종이문화재단 이사 ‘종이접기에서 배우는 인생훈’과 김영만 종이문화재단 이사 ‘종이접기에서 배우는 인생훈’ 강의가 진행되었다.
532275452,당진시립도서관이 영유아들의 발달단계를 고려한 그림책을 매개로 풍요로운 관계를 형성하고 대화를 통해서 길러지는 소중한 인간적 능력들을 심화시킬 수 있도록 북스타트코리아와 지자체가 함께 하는 지역사회 문화운동인 ‘북스타트코리아코리아정부지역아동문학지원사업’을 시작했다.
532275466,지난 5일부터 14일까지 아산문화재단 주최로 당진에서 취미 작가나 아마추어 작가들이 레고와 인형 등 예술품을 전시하는 당진 시회 전시회를 진행하였다.
532275494,"당진시 체육진흥기금 운용관리위원회는 체육진흥기금 이월 또는 사업추진과 사업 선정 건 및 사업 진행 건 등의 안건을 논의하기 위해 15일 열렸으며, 예치기간만료금액은 이자 포함 약 10억1193만 원으로 결정했다."
532275542,충남문화재단이 다원갤러리를 찾는 당진시민들을 위하여 어머니와의 특별한 사진 및 영상을 볼 수 있는 전시회를 31일까지 연다.
532275588,기독교대한감리회 충청연회 당진동지방 이동일 감리사가 이임하고 김대희 감리사가 취임하였다.
533635802,당진시노인복지관은 매월 수요일에 3시간씩 합주를 해 온 한울림밴드 단원을 케어해 합주를 매번 달로 하고 있는 맞춤형 맞춤형 공연을 제공하고 있다.
533635822,"폐기물처리업체 (주)신성우드가 광천리 마을회관에서 신성우드 입주에 대한 주민설명회를 열었지만 폐기물처리업체 (주)신성우드의 사업계획으로 인한 폐목 원자재 입고와 임목폐기물을 처리하는 등의 주민들의 비산먼지, 소음 및 공장폐수로 인한 환경오염에 대해 반대하면서 주민과의 약속을 지키지 않는 것에 대해 비난과 비난이 동시에 나오고 있다."
535184022,"음악으로 하나되는 모임 '휠체장애인 만도래음악단'은 휠체어를 사용하는 장애인으로 나이, 지역, 신분, 경력 등 어떠한 불문구도 없이 합창이라는 공통점을 가진 사람들로 구성되어 있으며 연주회마다 새로운록 회원들이 활동하고 있다."
535184144,"당진시 사립박물관 및 사립미술관 진흥위원회 회의에서 당진시 사립박물관 및 사립미술관 운영 등 문화·예술·학문의 발전을 위해 당진부시장, 당진시 자치행정국장, 지방박물관 및 사립미술관 위원 등 여러 위원들이 당연직 위원인 심병섭 당진부시장과 당진시 사립미술관 진흥위원회을 개최했다."
535460316,"각종 전국대회 수상하며 재능과 실력을 인정받은 성래 양이 베토벤의 피아노소나타 24번, 멘델스존의 피아노소나타 12번, 홍태강 학생의 소나타 1번 등 각종 전국대회 수상하며 기교를 뽐내고 있다."
535615674,"충남도지사는 지난달 31일 당진시청 해나루홀에서 열린 제4회 정책현안조정회의에서 최근 10년 간 풍수해로 인한 인명피해 8명, 폭염으로 인한 물놀이 사망자의 부상 사례를 발표하고, 폭염 대비 상황관리 체계 구축과 방송시설, 지역언론 홍보를 통한 자연재난 예방 등을 추진하겠다고 밝혔다."
536686318,"당진시 등 24개 지자체가 참여하고 있는 '에너지정책 전환을 위한 지방정부협의회'는 지난 8일 문재인 대통령이 미세먼지 관리 특별기구 설치 등 에너지 정책 전환을 위한 주요 정책에 대해 2030년까지 20%를 감축하겠다고 한 것에 대해 지난 8일 성명을 내고, 국가 에너지 정책 수립에 지자체가 참여할 수 해달라고 촉구했다."
536893534,제68회 충남도민체전에서 5개의 종목을 올렸던 당진시 체육회는 자신들만의 확고한 자부심으로 모든 것을 새롭게 준비하고 있다.
536893674,천주교 대전교구 평화의 모후 레지아가 해미읍성에서 60주년 기념식 및 감사 미사를 개최하였으며 레지아가 성모님 도입 및 160주년 기념 행사를 하였다
538251234,국공립 송악어린이집의 우쿨렐레는  직접 연주와 우쿨렐레를 대여해 연주하며 아이들이 좋아하고 연주하는 모습을 보여주고 있다.
538251574,"당진시는 지난 13일 김홍장 당진시장과 청년정책네트워크 위원들이 함께 타운홀 미팅을 가졌으며 각 부서의 청년 관련 정책 추진상황에 대해 설명하고, 청년인재 육성사업 및 커뮤니티 지원사업을 통해 청년들을 늘리기 위한 제도적 방안을 검토하는 시간을 가졌다."
539745768,1855년 영국에서 시작된 기독여성운동인  ‘기독교창조성령강림회’의 영향을 받은  ‘우혜숙 당진YWCA’는 지난 21일 당진YWCA설립을 위한 준비위원회 발대식을 열어 1부 예배에 이어 2부 본 행사인 본 행사인 본 행사인 발대식이 진행됐다.
539745794,"당진에서도 하모니카를 함께 배우고, 연주하는 힐링하모니카가 존재했는데, 7월 조직된 힐링하모니카는 매주 화요일 저녁 시간과 연습 한 시간, 한 시간 총 2시간의 수업이 이뤄지며 지인으로 한 하모니카 앙상블을 구성하면 1인 1악기로도 할 수 있다."
539745802,결혼이주여성 윤선애씨는 지난 18일 당진시다문화대축제가 당진시실내체육관에서 열린 이·미용 기술 배웠던지 의문으로 아산천안자활센터에서 경력을 인정받아 국회의원 표창을 받았다.
539745818,"송악읍개발위원회와 송악읍주민자치위원회, 디자인대리가 주민 주도의 일자리 창출 및 추진전략 모색을 위해 2017년 송악읍 지역발전 토론회를 개최하고 이번 토론 결과를 공유하며 지역 기반 재생 일자리 추진체 조직의 역할을 확립하고 지역 핵심사업을 중심으로 일자리 창출 및 추진체의 역할을 확립해야 한다고 주장했다."
539745836,"제8회 당진해나루황토감자축제가 지난 17일 송악읍 부곡리 상록초등학교 일원에서 개최되어 행사비는 5000원정도만 부담하면 감자, 감자부침개 등 다양한 체험과 식사가 제공되었다."
539745848,"지난 2011년 학생 수 감소로 폐교된 남산초등학교는, 리모델링 공사를 실시하여 예술창작촌으로 활용되며 정식으로 명칭을 결정하는 절차를 진행할 계획이다."
539745850,"당진시는 20일 원당동에 위치한 당진시농업기술센터 식물생태학습원 증축공사 기본설계 보고회를 열고 667.67m2(약 200평) 면적에 식물생태학습을 위한 온실을 조성할 예정으로, 염분이야기 등을 진행하며 학습원의 학습원 조감도를 공개했다."
539765672,지난 1월 송악읍 중흥리에 오픈한 효드림요양센터는 오남순 대표가 지난 1월 송악읍 효드림요양센터를 개업하면서 오픈했다.
539765726,당진감리교회 화요전도대 화요전도대 팀이 지난 20일을 마지막으로 올해 상반기 종강식을 개최하였으며 팀원들은 직접 준비한 오찬을 함께 먹으며 교제시간을 가졌다.
539765730,"2017 2017 심훈문학제는 17일부터 18일까지 송악읍 부곡리 필경사 및 심훈기념관 일원에서 개최됐으며, 심훈상록문화제집행위원회(위원장 한기흥)와 심훈기념관연구소가 공동으로 진행하는 제4회 심훈문학제는 소설 <상록수>의 배경이 된 당진지역의 문학 현장을 탐방하고, 작품 합평을 진행하는 등 진행되었다."
540209144,"지난 5월 문재인 정부는 국토교통부와 환경부로 나뉘어 있던 물관리 부서를 물관리 부서로 일원화하겠다고 발표했으나, 물 전문가들은 환경부에 대한 조직된 권한을 주고, 이에 반발하면서 물관리 일원화가 지연되고 있다. "
541392692,지난달 29일과 30일 전국 학교비정규직연대회의가 소속된 학교비정규직 근로자들이 임금 교섭 결렬에 따라 충남 총파업에 참여해 대부분 학교는 급식의 정상적인 운영이 어려우니 하루빨리 상황을 해결하기 위해 학교 관계자들이 모든 노력을 해야 한다고 전했다.
541392722," 현대제철 명장 9명으로 꾸려진 명장연구회 동아리(회장 신우영)는 매주 화요일 파트타임으로 진로교육과 직업체험을 진행하고 있는데, 이 활동은 전기 교육과 소방 교육 등 다양하게 진행되며 특히 명장들이 학생들의 멘토가 돼 삶의 방향을 설정할 수 있도록 돕는다."
541392756,김승진 선장의 요트 세계일주를 기념하기 위해 공유되지 않은 무동력 요트 세계일주 홍보를 위한 홍보전시관을 8월 중 개관할 예정이고 김승진 선장의 요트 세계일주를 배운 직원들이 이곳에 홍보관을 조성할 예정이다. 
541392762,"순성왕매실영농조합이 제 8회 왕매실 발효식품 농·특산물 판매행사를 개최하였는데, 다양한 지역 농·특산물이 판매되었고, 특히 발효막걸리 뿐만아니라 매실한 농·특산물을 판매하여 마을 주민 화합을 위한 장을 만들었다."
542775296,"당진시의 결혼 이주여성 대비 인구가 2007년 1821명에서 3437명으로 크게 증가하여, 당진시의 결혼 이주여성 2645명이 증가한 것으로 나타났다. "
542893212,당진역사문화연구소(소장 김학로)는 지난달 30일 승전목 일대에 자리한 아띠아뜰리에에서 당진승전목 전투의 역사적 의의가 새롭게 조명된 가운데 승전목 전승지를 보존하고자 토론회를 주최했다.
542893218,"신암사는 고려 후기 충숙왕때 능성 구씨 4대손인 구예가 서포 김만원에 터를 잡고 가문의 안녕을 기원하던 곳이며, 온화한 미소를 기본으로 가졌다고 전해오는 신암사 인근 능성 구씨 종중묘에서 널리 알려진 구예 장군의 후손이 천년된 전통 신암사와 그 주변 절을 가진 절터이다."
544428908,"지난해 9월, 중앙 일제 강점기 지역 문화재를 지켜온 면천은행나무가 자연재해로 피해를 입은 모습을 볼 때마다 마음이 아<unk>니다. "
544428958,작년 상반기 캘리그라피 수강생으로 구성된 힐링그라피 회원 유정순 씨를 중심으로 감미로운 음악으로 마음을 달래는 '힐링그라피'가 되었다.
544429168,"고대면주민자치위원회는 올해 '취약계층 학생들을 위한 도시락 배달' 사업을 추진하며 도시락 배달 사업으로 아이들에게 흥분을 안겨주고, 또한 고대면주민자치위원회 자체적으로도 취약계층 학생들을 위한 도시락을 판매코자 도시락을 판매한다는 계획을 세웠다."
544429320,"기독교대한감리회 충청연회 희망봉사단이 지난 11일 당진감리교회에서 발기인 창립총회를 열고, 지난 11일 당진감리교회에서 창립총회를 개최해 지역사회를 위한 봉사 활동을 확대할 계획을 밝혔다. "
544429358,"지난 8년 간 전업주부, 늦깎이 학생 등 다양한 화두를 담은 유화와 수채화, 유화 등의 작품을 그려온 송은미 총무가 현재 당진 청화실의 16명의 회원으로서 전시를 앞두고서는 밤을 새며 작품 활동에 매진하고 있다."
544429394,"금품선거 의혹을 받고 있는 송산농협 이사 8명 전원이 사퇴의사를 밝힌 가운데, 송산농협은 오는 21일 재선거를 치르기로 하고 이사진과 함께 나머지 이사들의 동참을 기다리고 있다."
544429400,"당진시가 지난 13일부터 '역천 생태하천 복원사업'을 시작했으나, 역천 상류지역의 2.86km 구간에 4개의 보에 달하는 보가 설치된 인위적인 하천 개발로 인해 오히려 생태를 훼손할 수 있다는 우려의 목소리는 여전하다. "
546235734,세한대학교 산학협력 업체인 한국드론서비스(사장 이봉재)가 지난 17일 우강면 신촌리 일원에서 드론 방제작업 시연회를 가졌으며 드론을 이용한 방제작업 시연회를 당진지역 농민들에게 선보였다.
546235744,환경부와 국립환경과학원은 미국과 합동으로 지난해 5월2일~6월12일까지 진행한 '한미 협력 국내 대기질 공동조사'를 실시한 결과를 19일 발표했다.
547482594,"대호지분교 전교생을 대상으로 22명의 재당진 평택대학원 동문들이 '별별(別별) 만남 장학 프로젝트'라는 이름으로 대호지분교 전교생을 대상으로 마음과 관계를 맺기, 감정코칭, 음식 나눠 먹기, 감정 나누기 등의 프로그램을 진행해 별처럼 빛나는 만남을 유도하였다."
547482620,본지 제1166호에 보도된 <유곡리 학교신설 요구> 기사와 관련해 현대제철 측은 현재 소유한 유곡초등학교 부지를 당진교육지원청이 당진시의 용지로 변경해 학교 설립을 추진할 경우 학교 신설 동의가 불가능하다고 밝혔다.
547482744,서울축협 당진공동작목반이 지난 21일 신축 사무실에서 개소식을 진행했으나 집동으로 신평면 상오리에 ‘서울축협 당진공동작목반’ 사무실이 개소하자 이에 대해 반대집회가 열렸고 제 역할을 다하지 못했다고 비판했다.
547482894,"21일 당진시청 소회의실에서 2017년 2차 담수호 수질개선 대책협의회가 열렸으며 담수호를 담수호로 받아, 가뭄 발생시 영농급수를 지원하는 등 한해대책을 추진하였다."
550415454,"당진시가 예산 반환을 위해 책임 이행하는 방식을 제시하며 왜목마을 해안가 상징조형물 건립을 추진하고 있는 가운데, 이 사업을 추진해온 왜목마을 주민들 사이에서 당진시가 공고한 작품 공모 방법에 문제가 있다며 반발하는 가운데, 이 방식을 주도한 채남기 부회장은 작품이 작품성이는 물론 제작·설치 방안이 상품인 만큼 작품과 설치까지 함께 선정해야 한다고 주장하고 있다."
550415598,최근 송산면 동곡리 조봉현씨는 파충류와 곤충 등 다양한 농업 여건에 주목해 농업기술센터의 도움으로 도마뱀 등 파충류와 곤충 등을 통해 농가 소득을 창출하고 있다.
551824974,"정미면 대책위원회는 폐기물 처리업체 입주를 반대하는 기자회견을 열어,  주민들이 인광산업의 일방적인 폐업과 납품업체 선정 철회, 공장의 개별입지를 억제할 것을 요구했다. "
551825114,"당진청소년평화나비와 DSP(Dangjin Student President)들이 주최한 일본군 위안부 기림일인 12일, 당진청소년평화나비 페스타를 통해 일본군 위안부 기림일을 맞이하고 평화나비 페스타를 진행했다."
553565618,"2015년과 2016년 생활문화예술제에서 우수동아리로 2년 연속 선정돼, 올해 6년차인 온새미로라는 팀이 있다."
553565668,당진감리교회 러브몽골 단기선교팀이 6일에서 12일까지 '공동체'라는 주제로 여름단기선교 활동을 몽골 울란바토르와 바양골로 실시해 올핸 그 어느 해보다 잘 마친 순번의 해가 될 것으로 보인다.
555102890,"당진시농업기술센터 농원관에서 열린 3농혁신 강연회에서 난타공연과 개회식 이후 객석의 절반만 놓여있어 예산 1800만 원이나 투입됐지만 객석은 텅빈 상태이고, 이에 중도일보의 자부담금 200만 원이 지원되면서 문제점<본지 9월 30일자 6면 보도>이 발생하고 있다."
555102892,"당진 출신 호명도 이장에서 나고 자라 삼화2리를 따라 성장하고 마을 일의 시공, 교체 등에 참여하고, 삼화2리가 갖고 있는 여러 현안에 대해서도 적극적으로 기사를 써주는 등 삼화2리의 주민 홍보통이다."
